	mass A				
t	x	y	θ	ω	
0.000	5.714E-2	-0.197	-73.8	
0.034	2.063E-2	-0.203	-84.2	-313.9
0.067	-1.746E-2	-0.205	-94.9	-316.5
0.101	-5.460E-2	-0.198	-105.4	-290.8
0.134	-8.443E-2	-0.186	-114.4	-257.9
0.168	-0.111	-0.172	-122.7	-222.9
0.201	-0.129	-0.157	-129.3	-173.2
0.235	-0.141	-0.144	-134.4	-118.0
0.268	-0.145	-0.134	-137.3	-65.6
0.302	-0.150	-0.131	-138.8	-15.9
0.336	-0.149	-0.133	-138.3	38.6
0.369	-0.146	-0.140	-136.2	93.3
0.403	-0.136	-0.151	-132.1	145.0
0.436	-0.121	-0.164	-126.4	196.9
0.470	-9.872E-2	-0.179	-118.9	250.7
0.503	-6.840E-2	-0.192	-109.6	269.0
0.537	-3.846E-2	-0.201	-100.8	277.4
0.570	-3.607E-3	-0.206	-91.0	299.9
0.604	3.335E-2	-0.203	-80.7	294.1
0.638	6.617E-2	-0.195	-71.3	265.6
0.671	9.356E-2	-0.183	-62.9	236.6
0.705	0.116	-0.168	-55.4	202.8
0.738	0.132	-0.153	-49.3	162.2
0.772	0.145	-0.143	-44.5	115.7
0.805	0.152	-0.135	-41.5	63.3
0.839	0.155	-0.132	-40.3	7.9
0.872	0.154	-0.133	-41.0	-49.2
0.906	0.148	-0.140	-43.6	-94.9
0.939	0.139	-0.151	-47.3	-146.4
0.973	0.122	-0.165	-53.4	-190.4
1.007	0.103	-0.179	-60.1	-236.1
1.040	7.321E-2	-0.193	-69.2	-277.4
1.074	4.038E-2	-0.202	-78.7	-283.3
1.107	6.295E-3	-0.206	-88.2	-290.2
1.141	-2.917E-2	-0.203	-98.2	-301.2
1.174	-6.470E-2	-0.194	-108.5	-287.5
1.208	-9.419E-2	-0.181	-117.5	-244.1
1.241	-0.116	-0.166	-124.8	-198.0
1.275	-0.132	-0.152	-130.8	-146.2
1.309	-0.139	-0.141	-134.7	-96.3
1.342	-0.147	-0.136	-137.2	-44.9
1.376	-0.147	-0.134	-137.7	12.9
1.409	-0.145	-0.138	-136.4	66.6
1.443	-0.138	-0.147	-133.2	122.1
1.476	-0.126	-0.160	-128.2	173.8
1.510	-0.106	-0.173	-121.5	215.0
1.543	-8.229E-2	-0.187	-113.8	256.0
1.577	-5.060E-2	-0.198	-104.4	282.6
1.611	-1.707E-2	-0.204	-94.8	278.8
1.644	1.563E-2	-0.205	-85.6	270.7
1.678	4.750E-2	-0.200	-76.6	277.3
1.711	8.026E-2	-0.189	-67.0	256.7
1.745	0.105	-0.177	-59.4	205.3
1.778	0.122	-0.163	-53.3	172.2
1.812	0.137	-0.152	-47.8	133.5
1.845	0.146	-0.142	-44.3	83.4
1.879	0.151	-0.137	-42.2	32.7
1.913	0.151	-0.136	-42.1	-19.7
1.946	0.148	-0.141	-43.6	-75.2
1.980	0.138	-0.149	-47.2	-112.2
2.013	0.129	-0.159	-51.1	-147.5
2.047	0.111	-0.172	-57.1	-217.7
2.080	8.489E-2	-0.188	-65.7	-275.0
2.114	5.155E-2	-0.200	-75.5	-278.6
2.147	2.008E-2	-0.205	-84.4	-273.2
2.181	-1.376E-2	-0.205	-93.8	-287.6
2.214	-4.841E-2	-0.199	-103.7	-285.4
2.248	-7.974E-2	-0.188	-113.0	-259.1
2.282	-0.105	-0.174	-121.1	-214.3
2.315	-0.122	-0.159	-127.4	-169.0
2.349	-0.136	-0.149	-132.4	-120.9
2.382	-0.143	-0.140	-135.5	-63.5
2.416	-0.145	-0.137	-136.7	-10.6
2.449	-0.145	-0.139	-136.2	41.9
2.483	-0.140	-0.146	-133.9	94.7
2.516	-0.130	-0.156	-129.8	144.5
2.550	-0.115	-0.169	-124.2	204.3
2.584	-8.921E-2	-0.182	-116.1	242.7
2.617	-6.252E-2	-0.193	-107.9	258.2
2.651	-3.137E-2	-0.203	-98.8	258.2
2.684	-2.082E-3	-0.206	-90.6	276.3
2.718	3.482E-2	-0.203	-80.3	280.5
2.751	6.462E-2	-0.196	-71.8	258.0
2.785	9.370E-2	-0.183	-62.9	230.3
2.818	0.114	-0.171	-56.3	173.3
2.852	0.126	-0.158	-51.3	143.1
2.886	0.140	-0.148	-46.7	105.1
2.919	0.146	-0.142	-44.3	50.4
2.953	0.148	-0.140	-43.3	1.3
2.986	0.146	-0.142	-44.2	-58.2
3.020	0.138	-0.149	-47.2	-109.5
3.053	0.127	-0.159	-51.5	-142.7
3.087	0.112	-0.171	-56.8	-194.2
3.120	8.830E-2	-0.186	-64.6	-233.5
3.154	6.209E-2	-0.197	-72.5	-265.4
3.188	2.730E-2	-0.204	-82.4	-270.5
3.221	-2.218E-3	-0.206	-90.6	-270.7
3.255	-3.750E-2	-0.202	-100.5	-277.8
3.288	-6.726E-2	-0.192	-109.3	-255.2
3.322	-9.429E-2	-0.180	-117.7	-227.3
3.355	-0.115	-0.167	-124.5	-185.3
3.389	-0.130	-0.155	-130.1	-137.9
3.422	-0.139	-0.145	-133.8	-75.7
3.456	-0.140	-0.139	-135.2	-20.9
3.489	-0.140	-0.139	-135.2	28.1
3.523	-0.135	-0.143	-133.3	78.6
3.557	-0.128	-0.153	-129.9	128.3
3.590	-0.114	-0.165	-124.7	180.5
3.624	-9.399E-2	-0.178	-117.8	221.3
3.657	-6.851E-2	-0.190	-109.8	250.8
3.691	-3.867E-2	-0.200	-100.9	269.8
3.724	-6.174E-3	-0.205	-91.7	272.8
3.758	2.631E-2	-0.204	-82.6	258.2
3.791	5.552E-2	-0.199	-74.4	237.5
3.825	8.130E-2	-0.189	-66.7	211.4
3.859	0.101	-0.176	-60.2	194.0
3.892	0.120	-0.164	-53.7	167.2
3.926	0.134	-0.154	-49.0	113.6
3.959	0.141	-0.147	-46.1	65.3
3.993	0.145	-0.143	-44.6	11.6
4.026	0.143	-0.144	-45.3	-42.1
4.060	0.137	-0.149	-47.4	-78.4
4.093	0.130	-0.157	-50.6	-132.3
4.127	0.113	-0.170	-56.3	-188.0
4.161	9.205E-2	-0.182	-63.2	-211.8
4.194	6.863E-2	-0.194	-70.5	-233.9
4.228	3.986E-2	-0.202	-78.9	-251.8
4.261	9.264E-3	-0.205	-87.4	-274.3
4.295	-2.595E-2	-0.203	-97.3	-278.2
4.328	-5.648E-2	-0.196	-106.1	-253.6
4.362	-8.321E-2	-0.184	-114.3	-236.9
4.395	-0.107	-0.172	-122.0	-193.7
4.429	-0.121	-0.159	-127.3	-143.3
4.463	-0.134	-0.150	-131.6	-98.3
4.496	-0.139	-0.144	-133.9	-42.5
4.530	-0.140	-0.143	-134.4	5.8
4.563	-0.139	-0.147	-133.5	64.0
4.597	-0.130	-0.154	-130.2	108.9
4.630	-0.121	-0.165	-126.2	152.5
4.664	-0.102	-0.177	-119.9	217.6
4.697	-7.462E-2	-0.189	-111.6	245.3
4.731	-4.769E-2	-0.199	-103.5	258.7
4.764	-1.508E-2	-0.204	-94.2	263.3
4.798	1.511E-2	-0.205	-85.8	246.9
4.832	4.403E-2	-0.201	-77.7	252.0
