	masa A				
t	x	y	θr	ω	
3,867	0,116	-0,250	-65,09	-184,5
3,900	8,717E-2	-0,260	-71,49	-207,6
3,933	5,276E-2	-0,270	-78,93	-242,8
3,967	1,118E-2	-0,275	-87,68	-262,2
4,000	-3,087E-2	-0,274	-96,42	-252,9
4,033	-6,942E-2	-0,268	-104,5	-229,6
4,067	-0,102	-0,257	-111,7	-173,4
4,100	-0,122	-0,249	-116,1	-132,2
4,133	-0,137	-0,232	-120,5	-145,5
4,167	-0,161	-0,223	-125,8	-145,5
4,200	-0,181	-0,214	-130,2	-96,7
4,233	-0,184	-0,203	-132,2	-45,2
4,267	-0,187	-0,199	-133,3	-13,1
4,300	-0,187	-0,200	-133,1	28,0
4,333	-0,181	-0,205	-131,4	61,9
4,367	-0,173	-0,213	-129,0	93,0
4,400	-0,158	-0,224	-125,2	136,9
4,433	-0,136	-0,236	-119,9	157,8
4,467	-0,114	-0,249	-114,7	159,8
4,500	-9,040E-2	-0,259	-109,2	175,3
4,533	-6,147E-2	-0,267	-103,0	204,1
4,567	-2,667E-2	-0,272	-95,60	229,0
4,600	1,089E-2	-0,273	-87,71	240,2
4,633	4,925E-2	-0,268	-79,59	226,1
4,667	8,140E-2	-0,260	-72,64	196,3
4,700	0,108	-0,249	-66,50	182,7
4,733	0,134	-0,237	-60,46	166,0
4,767	0,154	-0,224	-55,43	138,5
4,800	0,170	-0,212	-51,23	97,0
4,833	0,177	-0,203	-48,96	58,1
4,867	0,182	-0,198	-47,35	30,8
4,900	0,184	-0,197	-46,91	-10,4
4,933	0,180	-0,200	-48,05	-50,7
4,967	0,172	-0,207	-50,30	-84,5
5,000	0,160	-0,218	-53,68	-115,9
5,033	0,144	-0,231	-58,02	-157,1
5,067	0,118	-0,244	-64,15	-190,7
5,100	8,968E-2	-0,257	-70,73	-200,3
5,133	5,904E-2	-0,266	-77,50	-222,1
5,167	2,115E-2	-0,271	-85,54	-231,5
5,200	-1,396E-2	-0,273	-92,93	-224,4
5,233	-4,990E-2	-0,269	-100,5	-212,0
5,267	-8,043E-2	-0,262	-107,1	-206,0
5,300	-0,113	-0,251	-114,2	-190,8
5,333	-0,137	-0,239	-119,8	-154,8
5,367	-0,156	-0,227	-124,6	-120,0
